order_id,order_date,status,fulfilment,category,quantity,amount,ship_state
403-0467296-2575536,2022-04-30,Shipped,Amazon,Top,1,463,WEST BENGAL
408-3531277-4885962,2022-04-30,Cancelled,Amazon,Top,0,,KERALA
408-6069754-7397924,2022-04-30,Shipped,Amazon,kurta,1,0,BIHAR
408-0391714-9281921,2022-04-30,Cancelled,Merchant,Western Dress,0,,MAHARASHTRA
408-3692922-9946738,2022-04-30,Shipped,Amazon,Western Dress,1,665,MAHARASHTRA
171-7935921-7575568,2022-04-30,Shipped,Amazon,Set,1,563,NAGALAND
408-2026538-7845958,2022-04-30,Shipped,Amazon,kurta,1,399,PUNJAB
403-2026715-3949910,2022-04-30,Shipped,Amazon,Set,1,968,UTTAR PRADESH
404-4599488-8213952,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,474,KARNATAKA
S02-5278980-4327051,2022-04-30,Shipped,Amazon,Blouse,15,,Gujarat
171-5599779-6322751,2022-04-30,Cancelled,Merchant,kurta,0,659.05,MAHARASHTRA
171-2550230-3805124,2022-04-30,Shipped - Delivered to Buyer,Merchant,Top,1,413,MAHARASHTRA
402-5852450-2129941,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,495,TAMIL NADU
405-3054995-4312360,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,459,KARNATAKA
407-2538775-7502719,2022-04-30,Shipped,Amazon,kurta,1,486,MAHARASHTRA
406-1981446-7471514,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,1238,DELHI
408-4235910-6012362,2022-04-30,Shipped,Amazon,Set,1,801,GOA
171-9839922-3832357,2022-04-30,Shipped,Amazon,kurta,1,527,MAHARASHTRA
405-9808686-6294763,2022-04-30,Shipped,Amazon,Top,1,493,Gujarat
408-8489677-5577933,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,0,UTTAR PRADESH
402-5550488-9916304,2022-04-30,Cancelled,Merchant,kurta,0,280.95,TELANGANA
408-6369127-2887567,2022-04-30,Shipped,Amazon,Set,1,788,MAHARASHTRA
171-0113406-2293163,2022-04-30,Cancelled,Amazon,Set,1,626,UTTAR PRADESH
403-8565647-0953102,2022-04-30,Shipped,Amazon,kurta,1,376,ASSAM
406-9957971-2569147,2022-04-30,Shipped,Amazon,kurta,1,471,MAHARASHTRA
406-1092108-2639512,2022-04-30,Shipped,Amazon,kurta,1,399,Gujarat
402-3270101-7657904,2022-04-30,Cancelled,Merchant,kurta,0,452.38,TAMIL NADU
402-7078622-5609155,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,1432,KERALA
171-7678731-3568339,2022-04-30,Cancelled,Amazon,Set,0,,KARNATAKA
408-7206307-2384358,2022-04-30,Shipped - Delivered to Buyer,Merchant,Western Dress,1,725,KERALA
407-5830946-0458753,2022-04-30,Shipped,Amazon,kurta,1,499,MAHARASHTRA
171-3016563-0593956,2022-04-30,Shipped,Amazon,kurta,1,471,DELHI
404-3252605-4011545,2022-04-30,Cancelled,Amazon,kurta,0,,MAHARASHTRA
171-1148440-5117161,2022-04-30,Cancelled,Amazon,Set,1,449,MAHARASHTRA
171-7636697-5689908,2022-04-30,Shipped,Amazon,Set,1,684,MADHYA PRADESH
408-1336273-5938748,2022-04-30,Shipped,Amazon,Top,1,545,PUNJAB
406-3815399-6450709,2022-04-30,Shipped,Amazon,Top,1,545,RAJASTHAN
171-9638653-2292340,2022-04-30,Shipped,Amazon,Blouse,1,419,UTTAR PRADESH
403-7879236-4794741,2022-04-30,Cancelled,Amazon,kurta,0,,ASSAM
406-4110471-9710751,2022-04-30,Shipped,Amazon,Set,1,696,KARNATAKA
408-5598612-8613920,2022-04-30,Cancelled,Amazon,Top,0,,PUNJAB
404-3475672-0623516,2022-04-30,Cancelled,Amazon,Set,0,,UTTARAKHAND
403-0708193-0609948,2022-04-30,Shipped,Amazon,kurta,1,399,MAHARASHTRA
402-6638943-7023558,2022-04-30,Shipped - Returned to Seller,Merchant,Set,1,613,DELHI
405-1047044-2461167,2022-04-30,Shipped,Amazon,Set,1,654,KARNATAKA
403-4121872-9661935,2022-04-30,Shipped,Amazon,Top,1,487,DELHI
407-0341499-2477170,2022-04-30,Shipped,Amazon,Western Dress,1,744,TELANGANA
402-7081372-1053905,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,499,MAHARASHTRA
402-7081372-1053905,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,499,MAHARASHTRA
403-8349155-2308363,2022-04-30,Shipped,Amazon,kurta,1,406,TELANGANA
403-8349155-2308363,2022-04-30,Shipped,Amazon,Set,1,737,TELANGANA
403-3794902-2627533,2022-04-30,Shipped,Amazon,Set,1,648,TELANGANA
403-8342497-0727510,2022-04-30,Shipped - Delivered to Buyer,Merchant,Ethnic Dress,1,783,TELANGANA
403-5686295-0611519,2022-04-30,Shipped,Amazon,Western Dress,1,744,TELANGANA
404-9773937-7060345,2022-04-30,Shipped,Amazon,Western Dress,1,744,TAMIL NADU
407-3205298-5473103,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,653,TAMIL NADU
403-3741687-4048344,2022-04-30,Shipped,Amazon,Set,1,788,MAHARASHTRA
406-4889947-7806746,2022-04-30,Shipped,Amazon,Set,1,1221,TELANGANA
408-2548158-8811519,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,0,KARNATAKA
402-4612397-6796307,2022-04-30,Shipped,Amazon,Set,1,1112,HARYANA
402-2375582-5673132,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,1186,HARYANA
402-7355260-1275513,2022-04-30,Shipped - Delivered to Buyer,Merchant,kurta,1,362,TELANGANA
171-6613108-2363511,2022-04-30,Shipped,Amazon,kurta,1,432,TAMIL NADU
406-5961574-4441901,2022-04-30,Shipped,Amazon,Set,1,597,TELANGANA
404-9326488-7546742,2022-04-30,Shipped,Amazon,Set,1,654,BIHAR
403-1691463-7067522,2022-04-30,Shipped,Amazon,Top,1,518,MAHARASHTRA
171-1293566-4097166,2022-04-30,Shipped,Amazon,Set,1,626,TAMIL NADU
404-6513417-3841113,2022-04-30,Shipped,Amazon,Set,1,761,TELANGANA
408-7484954-7860326,2022-04-30,Shipped,Amazon,Set,1,1186,TELANGANA
408-0027611-3047556,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,1186,TELANGANA
408-0027611-3047556,2022-04-30,Shipped - Delivered to Buyer,Merchant,Set,1,1213,TELANGANA
